original_name,company_name
Alias Research Inc,alias research
Aduddell Industries Inc,aduddell industries
Addington Resources Inc,addington resources
Adeia Inc,adeia
Adelphia Communications Corp,adelphia communications
Adept Technology Inc,adept technology
ADE Corp,ade
Advanced Explorations Inc,advanced explorations
ACM Managed Dollar Income Fund Inc,acm managed dollar income
ADT Finance Inc,adt finance
Acuity Diversified Total Return Trust,acuity diversified total return trust
Adforce Inc,adforce
Anfield Dynamic Fixed Income ETF,anfield dynamic fixed income
ADF Group Inc,adf
American Defense Systems Inc,american defense systems
Adfitech Inc,adfitech
Adams Drug Inc,adams drug
American DG Energy Inc,american dg energy
Adams Golf Inc.,adams golf
Standard Metals Corp,standard metals
Allied Defense Group Inc. (The),allied defense
ASD Group Inc,asd
AllDigital Holdings Inc,alldigital
Adagio Medical Holdings Inc,adagio medical
American Diagnostics Corp,american diagnostics
Advantego Corp,advantego
AdAl Group Inc,adal
Advantage Health Corp,advantage health
Alcobra Ltd,alcobra
Analog Devices Inc,analog devices
Adia Services Inc,adia services
Advanced Digital Information Corp,advanced digital information
ADVA International Inc,adva international
Adial Pharmaceuticals Inc,adial pharmaceuticals
Anadite Inc,anadite
SmartETFs Asia Pacific Dividend Builder ETF,smartetfs asia pacific dividend builder
Arrow EC Equity Advantage Alternative Fund,arrow ec equity advantage alternative
American Adjustable Rate Term Trust Inc 1995,american adjustable rate term trust
Adjustable Rate MBS Trust,adjustable rate mbs trust
Allied Digital Technologies,allied digital technologies
Adirondack Trust Co,adirondack trust
Admiral Corp,admiral
Adventure Lands of America,adventure lands of america
American Medical Technologies Inc,american medical technologies
Adolor Corp,adolor
Alaris Equity Partners Income Trust,alaris equity partners income trust
Advanced Life Sciences Holdings Inc,advanced life sciences
Archer-Daniels-Midland Co,archerdanielsmidland
ADMA Biologics Inc,adma biologics
Aptus Drawdown Managed Equity ETF,aptus drawdown managed equity
Advanced Materials Group Inc,advanced materials
Admiralty Holding,admiralty
Archangel Diamond Corp,archangel diamond
Admar Group Inc,admar
Adamas Pharmaceuticals Inc,adamas pharmaceuticals
ADM Tronics Unlimited Inc,adm tronics unlimited
Advent Technologies Holdings Inc,advent technologies
Audience Inc,audience
Alden Electronics Inc,alden electronics
Adient plc,adient
Auto Data Network Inc,auto data network
Adomani Inc -Old,adomani old
Advanced Optics Electronics,advanced optics electronics
Automatic Data Processing Inc,automatic data processing
Allied Products,allied products
American Dental Partners Inc,american dental partners
Adaptive Biotechnologies Corp,adaptive biotechnologies
Adeptus Health Inc,adeptus health
Adaptiv Select ETF,adaptiv select
Adaptive Solutions Inc,adaptive solutions
Aderis Pharmaceuticals Inc,aderis pharmaceuticals
Artisan Drilling Ltd,artisan drilling
Applied Data Research Inc,applied data research
Invesco BLDRS Asia 50 ADR Index Fund,invesco bldrs asia adr index
Invesco BLDRS Developed Markets 100 ADR Index Fund,invesco bldrs developed markets adr index
Invesco BLDRS Emerging Markets 50 ADR Index Fund,invesco bldrs emerging markets adr index
Amador Gold Corp,amador gold
Koninklijke Ahold Delhaize NV,koninklijke ahold delhaize
Aduro BioTech Inc,aduro biotech
Invesco BLDRS Europe Select ADR Index Fund,invesco bldrs europe select adr index
Andrx Corp,andrx
Allied Mills Inc,allied mills
Applied Digital Data Systems,applied digital data systems
Alliance Data Systems Corp -Pro Forma,alliance data systems pro forma
Atlantic Data Services Inc,atlantic data services
Addison-Davis Daignostics Inc,addisondavis daignostics
ADS TEC ENERGY PLC,ads tec energy
ADS Tactical Inc,ads tactical
American Disposal Services Inc,american disposal services
Autodesk Inc,autodesk
Advanced Systems Intl Inc,advanced systems intl
Addison-Wesley Publications,addisonwesley publications
Amdisco Corp,amdisco
Ariel Corp,ariel
AdStar Inc,adstar
Allied Security Innovations Inc,allied security innovations
Advanced Disposal Services Inc,advanced disposal services
ADT Inc,adt
Advanced Deposition Technology Inc,advanced deposition technology
AdTheorent Holding Company Inc,adtheorent company
ADTRAN Holdings Inc,adtran
Alliance Media Holdings Inc,alliance media
CGEN Digital Media Co Ltd,cgen digital media
Aditxt Inc,aditxt
Amdura Corp,amdura
Associated Products Inc,associated products
Audec Corp,audec
Addus HomeCare Corp,addus homecare
Advantage Solutions Inc,advantage solutions
Advest Group Inc,advest
Addenda Capital Inc,addenda capital
Advanced Biomed Inc,advanced biomed
Advanta Corp,advanta
Advance Circuits Inc,advance circuits
Advant-E Corp,advante
Matthews Asia Dividend Active ETF,matthews asia dividend active
Advantage Cos Inc,advantage cos
Adverum Biotechnologies Inc,adverum biotechnologies
AdvancePCS,advancepcs
Advanced Viral Research Corp,advanced viral research
Advent Software Inc.,advent software
Advantage Life Products,advantage life products
Natunola Agritech Inc,natunola agritech
Adventus Mining Corp,adventus mining
Andrew Peller Ltd,andrew peller
Advanced Cellular Technology Inc,advanced cellular technology
Adams Diversified Equity Fund Inc,adams diversified equity
Adexa Inc,adexa
Adex Mining Inc,adex mining
Addex Therapeutics Ltd,addex therapeutics
Ayala Pharmaceuticals Inc,ayala pharmaceuticals
Advaxis Inc -old,advaxis old
Feihe International Inc,feihe international
Astradyne Computer Industries Inc,astradyne computer industries
Aradyme Corp,aradyme
Avidyn Inc,avidyn
Andyne Computing Ltd,andyne computing
Adeza Biomedical Corp,adeza biomedical
Adams Resources & Energy Inc.,adams resources energy
Acclaim Energy Trust,acclaim energy trust
Advance America Cash Advance Centers Inc,advance america cash advance centers
Associated Estates Realty Corp,associated estates realty
American Pacesetter,american pacesetter
Artisan Energy Corp,artisan energy
American Education Corp (The),american education
AEC Inc,aec
Eknowledge Group Inc,eknowledge
American Electrical Components,american electrical components
Atlas Energy Ltd,atlas energy
Allied Domecq PLC (New),allied domecq
American Energy Development Corp,american energy development
American Educational Computer,american educational computer
Ameren Corporation,ameren
Union Electric Co,union electric
AmerenEnergy Generating Co,amerenenergy generating
Missouri Utilities,missouri utilities
Missouri Edison,missouri edison
Missouri Power & Light,missouri power light
Aileen Inc,aileen
Asia Equity Exchange Group Inc,asia equity exchange
abrdn Emerging Markets ex-China Fund Inc,abrdn emerging markets exchina
Alliance Global Environment Fund,alliance global environment
ARC STRATEGIC Energy Fund,arc strategic energy
Aegon Ltd,aegon
Transamerica Advisors Life Insurance Co,transamerica advisors life insurance
AEGEA Inc-Old,aegea old
American Energy Group Ltd. (The),american energy
Aegion Corp,aegion
Aegerion Pharmaceuticals Inc,aegerion pharmaceuticals
Aecon Group Inc,aecon
American Eagle Tankers Inc,american eagle tankers
Allegiance Corp,allegiance
Antelope Enterprise Holdings Ltd,antelope enterprise
Aehr Test Systems,aehr test systems
Asia Electronics Holding Co Inc,asia electronics
Alset Inc,alset
Air Express International Corp,air express international
American Eagle Resources Inc,american eagle resources
Advanced Energy Industries Inc,advanced energy industries
American National Group Inc,american national
AEL Industries,ael industries
Agnico Eagle Mines Ltd,agnico eagle mines
American Century Emerging Markets Bond ETF,american century emerging markets
Aethlon Medical Inc,aethlon medical
American Public Energy Co,american public energy
AMC Entertainment Inc -Old,amc entertainment old
Advanced Engine Technologies,advanced engine technologies
Alliance Entertainment Holding Corp,alliance entertainment
Aenza SAA,aenza saa
American Eagle Outfitters Inc.,american eagle outfitters
Alexander Energy Corp,alexander energy
AEON Biopharma Inc,aeon biopharma
American Electric Power Co Inc,american electric power
Appalachian Power,appalachian power
Aep Generating Co,aep generating
AEP Texas Central Co,aep texas central
Public Service Co of Oklahoma,public service of oklahoma
Southwestern Electric Power Co,southwestern electric power
AEP Texas North Co,aep texas north
Indiana Michigan Power Co,indiana michigan power
Kingsport Power Co,kingsport power
Kentucky Power,kentucky power
Ohio Power,ohio power
Michigan Power Co,michigan power
Wheeling Power Co,wheeling power
Columbus Southern Power Corp,columbus southern power
Southern Ohio Coal Co,southern ohio coal
AEP Industries Inc,aep industries
American Equity Investment Trust,american equity investment trust
AerCap Holdings NV,aercap
Aero-Flow Dynamics Inc,aeroflow dynamics
Aegis Realty Inc,aegis realty
Aearo Technologies Inc,aearo technologies
Applied Energetics Inc,applied energetics
Aerie Pharmaceuticals Inc,aerie pharmaceuticals
Aerial Communications Inc,aerial communications
AER Energy Resources Inc,aer energy resources
AeroGrow International Inc,aerogrow international
Aero Performance Products Inc,aero performance products
Aero Systems Engineering Inc,aero systems engineering
Aeries Technology Inc,aeries technology
Advanced Environmental Recycling Technologies Inc,advanced environmental recycling technologies
AES Corp (The),aes
Cilcorp Inc,cilcorp
Central Illinois Light Co,central illinois light
Ameren Illinois Co,ameren illinois
IPALCO Enterprises Inc.,ipalco enterprises
DPL Inc.,dpl
Atlas Energy Solutions Inc,atlas energy solutions
Anaerobic Energy Systems Inc,anaerobic energy systems
Aero Systems Inc,aero systems
AESP Inc,aesp
Anfield US Equity Sector Rotation ETF,anfield us equity sector rotation
Aetna Inc.,aetna
Applied Extrusion Technologies Inc,applied extrusion technologies
Bitwise Trendwise Ether and Treasuries Rotation Strategy ETF,bitwise trendwise ether and treasuries rotation strategy
American Electric Technologies Inc,american electric technologies
ARC Resources Ltd,arc resources
Aeva Technologies Inc,aeva technologies
NETS AEX Index Fund - The Netherlands,nets aex index the netherlands
AudioEye Inc,audioeye
ADDvantage Technologies Group Inc,addvantage technologies
Arsenal Energy Inc,arsenal energy
American Oil & Gas Inc,american oil gas
Astoria Financial Corp,astoria financial
Argentina Fund Inc (The),argentina
Almost Family Inc,almost family
AF Ocean Investment Management Co,af ocean investment management
AFA Protective Systems Inc,afa protective systems
Arden Industrial Products Inc,arden industrial products
AllianceBernstein National Municipal Income Fund Inc,alliancebernstein national municipal income
Advance Financial Bancorp,advance financial bancorp
Affinity Bancshares Inc,affinity bancshares
Albemarle First Bank,albemarle first bank
Affiliated Bankshares of Colorado Inc,affiliated bankshares of colorado
Asia Fiber Holdings Ltd,asia fiber
American Fructose,american fructose
Athens Bancshares Corp,athens bancshares
Affiliated Community Bancorp,affiliated community bancorp
Advanced Flower Capital Inc,advanced flower capital
Advanced Fibre Communications Inc,advanced fibre communications
American Farmland Co,american farmland
American First Corp,american first
Applied Films Corp,applied films
Africo Resources Ltd,africo resources
AFC Cable Systems Inc,afc cable systems
Affiliated Capital Corp,affiliated capital
African Discovery Group Inc,african discovery
American Financial Enterprises Inc,american financial enterprises
AFSALA Bancorp Inc,afsala bancorp
Atlanfed Bancorp Inc,atlanfed bancorp
American Frontier Exploration Inc,american frontier exploration
Afton Food Group Ltd,afton food
Morgan Stanley Africa Investment Fund Inc.,morgan stanley africa investment
AmeriFed Financial Corp,amerifed financial
American Future Fuel Corp,american future fuel
Affinity Technology Group Inc,affinity technology
Affirmative Insurance Holdings Inc,affirmative insurance
Affinity International Travel System,affinity international travel system
Affymetrix Inc,affymetrix
Affymax Inc,affymax
AFG Holdings Inc,afg
Affiliated Hospital Products,affiliated hospital products
Atlas Financial Holdings Inc,atlas financial
Acutus Medical Inc,acutus medical
Atlantic Financial Corp,atlantic financial
Two Roads Shared Trust - Anfield Universal Fixed Income ETF,two roads shared trust anfield universal fixed income
Armstrong Flooring Inc,armstrong flooring
American Filtrona Corp,american filtrona
Printrak International Inc,printrak international
Allspring Broad Market Core Bond ETF,allspring broad market core
VanEck Africa Index ETF,vaneck africa index
AFCAN Mining Corp,afcan mining
Aflac Incorporated,aflac incorporated
First Trust Active Factor Large Cap ETF,first trust active factor large cap
American Fletcher Corp,american fletcher
Adflex Solutions Inc,adflex solutions
Air France KLM SA,air france klm
American Radio Systems Corp,american radio systems
AMFM Inc,amfm
First Trust Active Factor Mid Cap ETF,first trust active factor mid cap
AFR NuVenture Resources Inc,afr nuventure resources
Affimed NV,affimed
Alphamin Resources Corp,alphamin resources
Tam Restaurants Inc,tam restaurants
Affinia Group Holdings Inc,affinia
Adrien Arpel Inc,adrien arpel
AmeriFin Corp,amerifin
Afriore Ltd,afriore
Alliance Fiber Optic Products Inc,alliance fiber optic products
Affiliated Publications Inc,affiliated publications
America First Part Preferred Equity,america first part preferred equity
American Financial Realty Trust,american financial realty trust
America First REIT Inc,america first reit
America First Real Estate Investment Partners LP,america first real estate investment partners lp
Forafric Agro Holdings Ltd,forafric agro
Afferro Mining Inc,afferro mining
Affirm Holdings Inc,affirm
Associates First Capital Corp,associates first capital
Anchor Financial Corp,anchor financial
AmTrust Financial Services Inc,amtrust financial services
Advanced Fuel Systems Inc,advanced fuel systems
First Trust Active Factor Small Cap ETF,first trust active factor small cap
Apollo Senior Floating Rate Fund Inc,apollo senior floating rate
American Manufacturing Co,american manufacturing
Advanced Fiber Technologies (AFT) Income Fund,advanced fiber technologiesincome
Diversified Alpha Fund II,diversified alpha ii
